transaction_id,amount,transaction_type,timestamp,date,description,from_account_id,to_account_id,suspicious_pattern
TXN0000000166,3010.83,transfer,1767454934,2026-01-03,Debit card purchase,ACC00000086,ACC00000017,
TXN0000000167,3486.25,transfer,1769351989,2026-01-25,Online payment,ACC00000039,ACC00000087,
TXN0000000168,4721.01,withdrawal,1766830985,2025-12-27,Wire transfer,ACC00000101,ACC00000034,
TXN0000000169,2405.33,deposit,1764228924,2025-11-27,Check deposit,ACC00000135,ACC00000024,
TXN0000000170,121.01,transfer,1765774977,2025-12-15,Online payment,ACC00000125,ACC00000050,
TXN0000000171,32811.42,deposit,1764756555,2025-12-03,Wire transfer,ACC00000135,ACC00000010,
TXN0000000172,2139.35,transfer,1766575171,2025-12-24,ATM withdrawal,ACC00000043,ACC00000114,
TXN0000000173,161.64,transfer,1764687513,2025-12-02,ATM withdrawal,ACC00000060,ACC00000063,
TXN0000000174,391.28,transfer,1768179328,2026-01-12,Wire transfer,ACC00000119,ACC00000073,
TXN0000000175,324.18,transfer,1767359035,2026-01-02,ACH transfer,ACC00000065,ACC00000014,
TXN0000000176,383.93,deposit,1768289401,2026-01-13,Wire transfer,ACC00000073,ACC00000022,
TXN0000000177,2367.04,deposit,1763660592,2025-11-20,Check deposit,ACC00000116,ACC00000090,
TXN0000000178,945.87,deposit,1767980957,2026-01-09,ACH transfer,ACC00000058,ACC00000008,
TXN0000000179,1124.57,deposit,1766612130,2025-12-24,ACH transfer,ACC00000074,ACC00000122,
TXN0000000180,37725.57,withdrawal,1765118410,2025-12-07,Wire transfer,ACC00000066,ACC00000056,
TXN0000000181,2389.21,withdrawal,1762315570,2025-11-05,Debit card purchase,ACC00000078,ACC00000032,
TXN0000000182,291.77,deposit,1766607941,2025-12-24,Debit card purchase,ACC00000005,ACC00000133,
TXN0000000183,335.54,transfer,1769240848,2026-01-24,Debit card purchase,ACC00000107,ACC00000048,
TXN0000000184,2615.61,deposit,1763799566,2025-11-22,Check deposit,ACC00000130,ACC00000006,
TXN0000000185,9664.87,withdrawal,1767543995,2026-01-04,Wire transfer,ACC00000018,ACC00000090,
TXN0000000186,12879.01,transfer,1765440089,2025-12-11,ATM withdrawal,ACC00000012,ACC00000092,
TXN0000000187,3992.86,deposit,1763394753,2025-11-17,ACH transfer,ACC00000047,ACC00000035,
TXN0000000188,4951.05,transfer,1762111945,2025-11-02,Wire transfer,ACC00000081,ACC00000080,
TXN0000000189,715.12,withdrawal,1762795099,2025-11-10,ATM withdrawal,ACC00000074,ACC00000093,
TXN0000000190,2239.9,withdrawal,1767208706,2025-12-31,Debit card purchase,ACC00000103,ACC00000114,
TXN0000000191,366.27,withdrawal,1766068790,2025-12-18,ACH transfer,ACC00000069,ACC00000022,
TXN0000000192,1879.23,withdrawal,1763123011,2025-11-14,Check deposit,ACC00000021,ACC00000085,
TXN0000000193,4602.23,deposit,1763962124,2025-11-24,ACH transfer,ACC00000115,ACC00000011,
TXN0000000194,261.41,transfer,1762937435,2025-11-12,Online payment,ACC00000104,ACC00000094,
TXN0000000195,1561.98,transfer,1764804257,2025-12-04,ACH transfer,ACC00000113,ACC00000009,
TXN0000000196,39338.8,withdrawal,1762897899,2025-11-11,ATM withdrawal,ACC00000040,ACC00000117,
TXN0000000197,1010.52,transfer,1765853169,2025-12-16,ACH transfer,ACC00000081,ACC00000072,
TXN0000000198,32534.47,withdrawal,1768953721,2026-01-21,Wire transfer,ACC00000068,ACC00000067,
TXN0000000199,2534.19,transfer,1769581894,2026-01-28,Check deposit,ACC00000032,ACC00000036,
TXN0000000200,279.5,transfer,1767362209,2026-01-02,Online payment,ACC00000089,ACC00000017,
TXN0000000201,259.29,withdrawal,1763668042,2025-11-20,ACH transfer,ACC00000045,ACC00000094,
TXN0000000202,239.03,withdrawal,1762338439,2025-11-05,Online payment,ACC00000093,ACC00000096,
TXN0000000203,211.29,transfer,1769388406,2026-01-26,ACH transfer,ACC00000123,ACC00000136,
TXN0000000204,44508.21,deposit,1766802219,2025-12-27,Wire transfer,ACC00000116,ACC00000121,
TXN0000000205,456.25,deposit,1764192054,2025-11-26,Check deposit,ACC00000111,ACC00000130,
TXN0000000206,474.27,transfer,1763775888,2025-11-22,Debit card purchase,ACC00000058,ACC00000090,
TXN0000000207,9204.28,transfer,1763138494,2025-11-14,Wire transfer,ACC00000071,ACC00000033,
TXN0000000208,422.84,transfer,1762458770,2025-11-06,Debit card purchase,ACC00000044,ACC00000088,
TXN0000000209,2374.64,transfer,1768740021,2026-01-18,Check deposit,ACC00000068,ACC00000054,
TXN0000000210,4133.07,deposit,1762394620,2025-11-06,Wire transfer,ACC00000078,ACC00000125,
TXN0000000211,1418.1,withdrawal,1768526089,2026-01-16,Online payment,ACC00000113,ACC00000107,
TXN0000000212,2167.43,deposit,1763706935,2025-11-21,Check deposit,ACC00000089,ACC00000104,
TXN0000000213,47542.32,deposit,1765078597,2025-12-07,Check deposit,ACC00000116,ACC00000064,
TXN0000000214,2742.19,withdrawal,1768662874,2026-01-17,ACH transfer,ACC00000081,ACC00000049,
TXN0000000215,4850.09,withdrawal,1762205547,2025-11-03,ATM withdrawal,ACC00000024,ACC00000102,
TXN0000000216,4312.28,withdrawal,1767484284,2026-01-04,Check deposit,ACC00000121,ACC00000074,
TXN0000000217,3028.18,transfer,1762398964,2025-11-06,ATM withdrawal,ACC00000012,ACC00000104,
TXN0000000218,935.07,withdrawal,1766164882,2025-12-19,Wire transfer,ACC00000072,ACC00000031,
TXN0000000219,6751.13,withdrawal,1764416906,2025-11-29,Debit card purchase,ACC00000051,ACC00000132,
TXN0000000220,19758.46,withdrawal,1764304071,2025-11-28,Debit card purchase,ACC00000117,ACC00000039,
TXN0000000221,27043.1,deposit,1764158353,2025-11-26,Check deposit,ACC00000077,ACC00000088,
TXN0000000222,40853.97,transfer,1768608624,2026-01-17,ACH transfer,ACC00000085,ACC00000029,
TXN0000000223,39927.29,deposit,1763596558,2025-11-20,Debit card purchase,ACC00000122,ACC00000068,
TXN0000000224,3745.32,transfer,1762976285,2025-11-12,Wire transfer,ACC00000123,ACC00000044,
TXN0000000225,2484.67,withdrawal,1767196511,2025-12-31,Debit card purchase,ACC00000009,ACC00000030,
TXN0000000226,30239.9,withdrawal,1765546994,2025-12-12,Check deposit,ACC00000121,ACC00000016,
TXN0000000227,20942.91,transfer,1767120661,2025-12-30,Check deposit,ACC00000045,ACC00000119,
TXN0000000228,1755.53,transfer,1767823833,2026-01-07,Wire transfer,ACC00000124,ACC00000050,
TXN0000000229,47051.84,deposit,1763953587,2025-11-24,Debit card purchase,ACC00000126,ACC00000082,
TXN0000000230,4795.74,transfer,1762154290,2025-11-03,ACH transfer,ACC00000098,ACC00000103,
TXN0000000231,14629.41,transfer,1763935510,2025-11-23,Online payment,ACC00000089,ACC00000115,
TXN0000000232,63.52,transfer,1767035810,2025-12-29,Wire transfer,ACC00000070,ACC00000036,
TXN0000000233,26258.18,deposit,1767820658,2026-01-07,Debit card purchase,ACC00000060,ACC00000014,
TXN0000000234,26406.48,withdrawal,1763378151,2025-11-17,Check deposit,ACC00000041,ACC00000106,
TXN0000000235,30836.0,deposit,1767571208,2026-01-05,Wire transfer,ACC00000074,ACC00000016,
TXN0000000236,663.53,transfer,1763275941,2025-11-16,Check deposit,ACC00000107,ACC00000046,
TXN0000000237,3212.52,transfer,1764039933,2025-11-25,Debit card purchase,ACC00000010,ACC00000003,
TXN0000000238,1103.9,deposit,1763326483,2025-11-16,Check deposit,ACC00000135,ACC00000127,
TXN0000000239,3733.69,transfer,1767976191,2026-01-09,Online payment,ACC00000042,ACC00000119,
TXN0000000240,3374.27,deposit,1765834004,2025-12-15,ATM withdrawal,ACC00000050,ACC00000045,
TXN0000000241,491.03,deposit,1763855048,2025-11-23,ATM withdrawal,ACC00000025,ACC00000049,
TXN0000000242,5514.61,deposit,1764623059,2025-12-01,ACH transfer,ACC00000069,ACC00000086,
TXN0000000243,27613.42,transfer,1767813465,2026-01-07,ACH transfer,ACC00000031,ACC00000121,
TXN0000000244,311.17,transfer,1765365096,2025-12-10,Check deposit,ACC00000076,ACC00000096,
TXN0000000245,381.1,transfer,1767117520,2025-12-30,ACH transfer,ACC00000107,ACC00000122,
TXN0000000246,268.8,transfer,1762307412,2025-11-05,Debit card purchase,ACC00000135,ACC00000115,
TXN0000000247,24882.82,transfer,1763424383,2025-11-18,ATM withdrawal,ACC00000052,ACC00000039,
TXN0000000248,750.36,deposit,1765379246,2025-12-10,Debit card purchase,ACC00000024,ACC00000132,
TXN0000000249,41740.4,deposit,1763521582,2025-11-19,ACH transfer,ACC00000119,ACC00000079,
TXN0000000250,353.19,withdrawal,1769495385,2026-01-27,ACH transfer,ACC00000109,ACC00000089,
TXN0000000251,33868.63,withdrawal,1766849551,2025-12-27,Check deposit,ACC00000074,ACC00000106,
TXN0000000252,21904.05,transfer,1769324368,2026-01-25,Wire transfer,ACC00000098,ACC00000116,
TXN0000000253,28797.91,deposit,1769437742,2026-01-26,ACH transfer,ACC00000090,ACC00000031,
TXN0000000254,340.01,withdrawal,1763751835,2025-11-21,Wire transfer,ACC00000077,ACC00000120,
TXN0000000255,10078.01,deposit,1765087196,2025-12-07,Wire transfer,ACC00000071,ACC00000049,
TXN0000000256,31900.32,deposit,1768609505,2026-01-17,Online payment,ACC00000053,ACC00000018,
TXN0000000257,225.09,withdrawal,1762916876,2025-11-12,Wire transfer,ACC00000012,ACC00000104,
